comment,date,netvalue,totvalue
0.0,"{""feeinfo"": [""\u5c0f\u4e8e7\u5929"", ""1.50%"", ""\u5927\u4e8e\u7b49\u4e8e7\u5929\uff0c\u5c0f\u4e8e30\u5929"", ""0.75%"", ""\u5927\u4e8e\u7b49\u4e8e30\u5929\uff0c\u5c0f\u4e8e1\u5e74"", ""0.50%"", ""\u5927\u4e8e\u7b49\u4e8e1\u5e74\uff0c\u5c0f\u4e8e2\u5e74"", ""0.25%"", ""\u5927\u4e8e\u7b49\u4e8e2\u5e74"", ""0.00%""], ""name"": ""\u4ea4\u94f6\u65b0\u6210\u957f\u6df7\u5408"", ""rate"": 0.15, ""segment"": [[0, 7], [7, 30], [30, 365], [365, 730], [730]]}",0.0,0.0
0.0,2014-05-09 00:00:00,1.0,1.0
0.0,2014-05-16 00:00:00,1.0,1.0
0.0,2014-05-23 00:00:00,1.0,1.0
0.0,2014-05-30 00:00:00,1.001,1.001
0.0,2014-06-06 00:00:00,1.0,1.0
0.0,2014-06-13 00:00:00,1.002,1.002
0.0,2014-06-20 00:00:00,1.0,1.0
0.0,2014-06-27 00:00:00,1.003,1.003
0.0,2014-06-30 00:00:00,1.004,1.004
0.0,2014-07-04 00:00:00,1.004,1.004
0.0,2014-07-11 00:00:00,1.004,1.004
0.0,2014-07-18 00:00:00,1.002,1.002
0.0,2014-07-25 00:00:00,1.004,1.004
0.0,2014-08-01 00:00:00,1.004,1.004
0.0,2014-08-07 00:00:00,1.003,1.003
0.0,2014-08-08 00:00:00,1.003,1.003
0.0,2014-08-11 00:00:00,1.005,1.005
0.0,2014-08-12 00:00:00,1.009,1.009
0.0,2014-08-13 00:00:00,1.011,1.011
0.0,2014-08-14 00:00:00,1.007,1.007
0.0,2014-08-15 00:00:00,1.008,1.008
0.0,2014-08-18 00:00:00,1.013,1.013
0.0,2014-08-19 00:00:00,1.013,1.013
0.0,2014-08-20 00:00:00,1.011,1.011
0.0,2014-08-21 00:00:00,1.01,1.01
0.0,2014-08-22 00:00:00,1.013,1.013
0.0,2014-08-25 00:00:00,1.013,1.013
0.0,2014-08-26 00:00:00,1.01,1.01
0.0,2014-08-27 00:00:00,1.015,1.015
0.0,2014-08-28 00:00:00,1.011,1.011
0.0,2014-08-29 00:00:00,1.018,1.018
0.0,2014-09-01 00:00:00,1.024,1.024
0.0,2014-09-02 00:00:00,1.03,1.03
0.0,2014-09-03 00:00:00,1.036,1.036
0.0,2014-09-04 00:00:00,1.037,1.037
0.0,2014-09-05 00:00:00,1.039,1.039
0.0,2014-09-09 00:00:00,1.039,1.039
0.0,2014-09-10 00:00:00,1.035,1.035
0.0,2014-09-11 00:00:00,1.032,1.032
0.0,2014-09-12 00:00:00,1.037,1.037
0.0,2014-09-15 00:00:00,1.042,1.042
0.0,2014-09-16 00:00:00,1.025,1.025
0.0,2014-09-17 00:00:00,1.03,1.03
0.0,2014-09-18 00:00:00,1.031,1.031
0.0,2014-09-19 00:00:00,1.036,1.036
0.0,2014-09-22 00:00:00,1.034,1.034
0.0,2014-09-23 00:00:00,1.037,1.037
0.0,2014-09-24 00:00:00,1.041,1.041
0.0,2014-09-25 00:00:00,1.041,1.041
0.0,2014-09-26 00:00:00,1.039,1.039
0.0,2014-09-29 00:00:00,1.043,1.043
0.0,2014-09-30 00:00:00,1.048,1.048
0.0,2014-10-08 00:00:00,1.045,1.045
0.0,2014-10-09 00:00:00,1.046,1.046
