comment,date,netvalue,totvalue
0,"{""feeinfo"": [""\u5c0f\u4e8e7\u5929"", ""1.50%"", ""\u5927\u4e8e\u7b49\u4e8e7\u5929\uff0c\u5c0f\u4e8e30\u5929"", ""0.75%"", ""\u5927\u4e8e\u7b49\u4e8e30\u5929\uff0c\u5c0f\u4e8e365\u5929"", ""0.50%"", ""\u5927\u4e8e\u7b49\u4e8e365\u5929\uff0c\u5c0f\u4e8e730\u5929"", ""0.25%"", ""\u5927\u4e8e\u7b49\u4e8e730\u5929"", ""0.00%""], ""name"": ""\u5b89\u4fe1\u4ef7\u503c\u7cbe\u9009\u80a1\u7968"", ""rate"": 0.15, ""segment"": [[0, 7], [7, 30], [30, 365], [365, 730], [730]]}",0.0,0.0
0,2014-04-21 00:00:00,1.0,1.0
0,2014-04-25 00:00:00,1.0,1.0
0,2014-04-30 00:00:00,1.001,1.001
0,2014-05-09 00:00:00,1.001,1.001
0,2014-05-16 00:00:00,1.002,1.002
0,2014-05-22 00:00:00,1.002,1.002
0,2014-05-23 00:00:00,1.002,1.002
0,2014-05-26 00:00:00,1.004,1.004
0,2014-05-27 00:00:00,1.005,1.005
0,2014-05-28 00:00:00,1.005,1.005
0,2014-05-29 00:00:00,1.005,1.005
0,2014-05-30 00:00:00,1.006,1.006
0,2014-06-03 00:00:00,1.003,1.003
0,2014-06-04 00:00:00,0.998,0.998
0,2014-06-05 00:00:00,1.004,1.004
0,2014-06-06 00:00:00,1.001,1.001
0,2014-06-09 00:00:00,1.004,1.004
0,2014-06-10 00:00:00,1.009,1.009
0,2014-06-11 00:00:00,1.01,1.01
0,2014-06-12 00:00:00,1.007,1.007
0,2014-06-13 00:00:00,1.014,1.014
0,2014-06-16 00:00:00,1.019,1.019
0,2014-06-17 00:00:00,1.014,1.014
0,2014-06-18 00:00:00,1.01,1.01
0,2014-06-19 00:00:00,1.006,1.006
0,2014-06-20 00:00:00,1.01,1.01
0,2014-06-23 00:00:00,1.012,1.012
0,2014-06-24 00:00:00,1.014,1.014
