comment,date,netvalue,totvalue
0,"{""feeinfo"": [""\u5c0f\u4e8e7\u5929"", ""1.50%"", ""\u5927\u4e8e\u7b49\u4e8e7\u5929\uff0c\u5c0f\u4e8e30\u5929"", ""0.75%"", ""\u5927\u4e8e\u7b49\u4e8e30\u5929\uff0c\u5c0f\u4e8e365\u5929"", ""0.50%"", ""\u5927\u4e8e\u7b49\u4e8e365\u5929\uff0c\u5c0f\u4e8e730\u5929"", ""0.30%"", ""\u5927\u4e8e\u7b49\u4e8e730\u5929"", ""0.00%""], ""name"": ""\u4e1c\u65b9\u7ea2\u4ea7\u4e1a\u5347\u7ea7\u6df7\u5408"", ""rate"": 1.5, ""segment"": [[0, 7], [7, 30], [30, 365], [365, 730], [730]]}",0.0,0.0
0,2014-06-06 00:00:00,1.0,1.0
0,2014-06-13 00:00:00,1.0,1.0
0,2014-06-20 00:00:00,1.0,1.0
0,2014-06-27 00:00:00,1.001,1.001
0,2014-06-30 00:00:00,1.001,1.001
0,2014-07-04 00:00:00,1.001,1.001
0,2014-07-07 00:00:00,1.001,1.001
0,2014-07-08 00:00:00,1.002,1.002
0,2014-07-09 00:00:00,1.002,1.002
0,2014-07-10 00:00:00,1.003,1.003
0,2014-07-11 00:00:00,1.003,1.003
0,2014-07-14 00:00:00,1.007,1.007
0,2014-07-15 00:00:00,1.01,1.01
0,2014-07-16 00:00:00,1.009,1.009
0,2014-07-17 00:00:00,1.004,1.004
0,2014-07-18 00:00:00,1.006,1.006
0,2014-07-21 00:00:00,1.008,1.008
0,2014-07-22 00:00:00,1.016,1.016
0,2014-07-23 00:00:00,1.019,1.019
0,2014-07-24 00:00:00,1.03,1.03
0,2014-07-25 00:00:00,1.036,1.036
0,2014-07-28 00:00:00,1.052,1.052
0,2014-07-29 00:00:00,1.053,1.053
0,2014-07-30 00:00:00,1.041,1.041
0,2014-07-31 00:00:00,1.057,1.057
0,2014-08-01 00:00:00,1.052,1.052
0,2014-08-04 00:00:00,1.071,1.071
0,2014-08-05 00:00:00,1.064,1.064
0,2014-08-06 00:00:00,1.054,1.054
0,2014-08-07 00:00:00,1.038,1.038
0,2014-08-08 00:00:00,1.038,1.038
0,2014-08-11 00:00:00,1.049,1.049
0,2014-08-12 00:00:00,1.058,1.058
0,2014-08-13 00:00:00,1.059,1.059
0,2014-08-14 00:00:00,1.047,1.047
0,2014-08-15 00:00:00,1.058,1.058
0,2014-08-18 00:00:00,1.065,1.065
0,2014-08-19 00:00:00,1.063,1.063
0,2014-08-20 00:00:00,1.058,1.058
0,2014-08-21 00:00:00,1.054,1.054
0,2014-08-22 00:00:00,1.059,1.059
0,2014-08-25 00:00:00,1.052,1.052
0,2014-08-26 00:00:00,1.053,1.053
0,2014-08-27 00:00:00,1.057,1.057
0,2014-08-28 00:00:00,1.048,1.048
0,2014-08-29 00:00:00,1.055,1.055
0,2014-09-01 00:00:00,1.06,1.06
0,2014-09-02 00:00:00,1.073,1.073
0,2014-09-03 00:00:00,1.086,1.086
0,2014-09-04 00:00:00,1.092,1.092
0,2014-09-05 00:00:00,1.093,1.093
0,2014-09-09 00:00:00,1.086,1.086
0,2014-09-10 00:00:00,1.085,1.085
0,2014-09-11 00:00:00,1.077,1.077
0,2014-09-12 00:00:00,1.082,1.082
0,2014-09-15 00:00:00,1.084,1.084
0,2014-09-16 00:00:00,1.059,1.059
0,2014-09-17 00:00:00,1.067,1.067
0,2014-09-18 00:00:00,1.074,1.074
0,2014-09-19 00:00:00,1.084,1.084
0,2014-09-22 00:00:00,1.069,1.069
0,2014-09-23 00:00:00,1.079,1.079
0,2014-09-24 00:00:00,1.088,1.088
0,2014-09-25 00:00:00,1.09,1.09
0,2014-09-26 00:00:00,1.095,1.095
0,2014-09-29 00:00:00,1.103,1.103
0,2014-09-30 00:00:00,1.107,1.107
0,2014-10-08 00:00:00,1.122,1.122
0,2014-10-09 00:00:00,1.116,1.116
0,2014-10-10 00:00:00,1.108,1.108
0,2014-10-13 00:00:00,1.102,1.102
0,2014-10-14 00:00:00,1.096,1.096
0,2014-10-15 00:00:00,1.107,1.107
0,2014-10-16 00:00:00,1.089,1.089
0,2014-10-17 00:00:00,1.092,1.092
0,2014-10-20 00:00:00,1.103,1.103
0,2014-10-21 00:00:00,1.099,1.099
0,2014-10-22 00:00:00,1.091,1.091
0,2014-10-23 00:00:00,1.081,1.081
0,2014-10-24 00:00:00,1.08,1.08
0,2014-10-27 00:00:00,1.075,1.075
0,2014-10-28 00:00:00,1.092,1.092
0,2014-10-29 00:00:00,1.103,1.103
0,2014-10-30 00:00:00,1.118,1.118
0,2014-10-31 00:00:00,1.124,1.124
0,2014-11-03 00:00:00,1.124,1.124
0,2014-11-04 00:00:00,1.115,1.115
0,2014-11-05 00:00:00,1.108,1.108
0,2014-11-06 00:00:00,1.113,1.113
0,2014-11-07 00:00:00,1.106,1.106
0,2014-11-10 00:00:00,1.126,1.126
0,2014-11-11 00:00:00,1.109,1.109
0,2014-11-12 00:00:00,1.12,1.12
0,2014-11-13 00:00:00,1.119,1.119
0,2014-11-14 00:00:00,1.117,1.117
0,2014-11-17 00:00:00,1.115,1.115
0,2014-11-18 00:00:00,1.11,1.11
0,2014-11-19 00:00:00,1.111,1.111
0,2014-11-20 00:00:00,1.108,1.108
0,2014-11-21 00:00:00,1.113,1.113
0,2014-11-24 00:00:00,1.133,1.133
0,2014-11-25 00:00:00,1.145,1.145
0,2014-11-26 00:00:00,1.159,1.159
0,2014-11-27 00:00:00,1.17,1.17
0,2014-11-28 00:00:00,1.182,1.182
0,2014-12-01 00:00:00,1.189,1.189
0,2014-12-02 00:00:00,1.225,1.225
0,2014-12-03 00:00:00,1.245,1.245
0,2014-12-04 00:00:00,1.296,1.296
0,2014-12-05 00:00:00,1.293,1.293
0,2014-12-08 00:00:00,1.337,1.337
0,2014-12-09 00:00:00,1.275,1.275
0,2014-12-10 00:00:00,1.326,1.326
0,2014-12-11 00:00:00,1.325,1.325
0,2014-12-12 00:00:00,1.317,1.317
0,2014-12-15 00:00:00,1.32,1.32
0,2014-12-16 00:00:00,1.329,1.329
0,2014-12-17 00:00:00,1.325,1.325
0,2014-12-18 00:00:00,1.329,1.329
0,2014-12-19 00:00:00,1.329,1.329
0,2014-12-22 00:00:00,1.333,1.333
0,2014-12-23 00:00:00,1.322,1.322
0,2014-12-24 00:00:00,1.306,1.306
0,2014-12-25 00:00:00,1.333,1.333
0,2014-12-26 00:00:00,1.373,1.373
0,2014-12-29 00:00:00,1.393,1.393
0,2014-12-30 00:00:00,1.389,1.389
0,2014-12-31 00:00:00,1.429,1.429
0,2015-01-05 00:00:00,1.486,1.486
0,2015-01-06 00:00:00,1.487,1.487
0,2015-01-07 00:00:00,1.481,1.481
0,2015-01-08 00:00:00,1.466,1.466
0,2015-01-09 00:00:00,1.463,1.463
0,2015-01-12 00:00:00,1.473,1.473
0,2015-01-13 00:00:00,1.481,1.481
0,2015-01-14 00:00:00,1.468,1.468
0,2015-01-15 00:00:00,1.484,1.484
0,2015-01-16 00:00:00,1.502,1.502
0,2015-01-19 00:00:00,1.431,1.431
0,2015-01-20 00:00:00,1.465,1.465
0,2015-01-21 00:00:00,1.502,1.502
0,2015-01-22 00:00:00,1.505,1.505
0,2015-01-23 00:00:00,1.49,1.49
0,2015-01-26 00:00:00,1.502,1.502
0,2015-01-27 00:00:00,1.504,1.504
0,2015-01-28 00:00:00,1.482,1.482
0,2015-01-29 00:00:00,1.468,1.468
0,2015-01-30 00:00:00,1.451,1.451
0,2015-02-02 00:00:00,1.441,1.441
0,2015-02-03 00:00:00,1.467,1.467
0,2015-02-04 00:00:00,1.465,1.465
0,2015-02-05 00:00:00,1.448,1.448
0,2015-02-06 00:00:00,1.421,1.421
0,2015-02-09 00:00:00,1.425,1.425
0,2015-02-10 00:00:00,1.45,1.45
0,2015-02-11 00:00:00,1.469,1.469
0,2015-02-12 00:00:00,1.479,1.479
0,2015-02-13 00:00:00,1.485,1.485
0,2015-02-16 00:00:00,1.506,1.506
0,2015-02-17 00:00:00,1.516,1.516
0,2015-02-25 00:00:00,1.5,1.5
0,2015-02-26 00:00:00,1.515,1.515
0,2015-02-27 00:00:00,1.525,1.525
0,2015-03-02 00:00:00,1.54,1.54
0,2015-03-03 00:00:00,1.502,1.502
0,2015-03-04 00:00:00,1.522,1.522
0,2015-03-05 00:00:00,1.497,1.497
0,2015-03-06 00:00:00,1.479,1.479
0,2015-03-09 00:00:00,1.493,1.493
0,2015-03-10 00:00:00,1.512,1.512
0,2015-03-11 00:00:00,1.512,1.512
0,2015-03-12 00:00:00,1.517,1.517
0,2015-03-13 00:00:00,1.528,1.528
0,2015-03-16 00:00:00,1.578,1.578
0,2015-03-17 00:00:00,1.592,1.592
0,2015-03-18 00:00:00,1.617,1.617
0,2015-03-19 00:00:00,1.628,1.628
0,2015-03-20 00:00:00,1.639,1.639
0,2015-03-23 00:00:00,1.663,1.663
0,2015-03-24 00:00:00,1.642,1.642
0,2015-03-25 00:00:00,1.665,1.665
0,2015-03-26 00:00:00,1.655,1.655
0,2015-03-27 00:00:00,1.68,1.68
0,2015-03-30 00:00:00,1.73,1.73
0,2015-03-31 00:00:00,1.739,1.739
0,2015-04-01 00:00:00,1.783,1.783
0,2015-04-02 00:00:00,1.815,1.815
0,2015-04-03 00:00:00,1.822,1.822
0,2015-04-07 00:00:00,1.851,1.851
0,2015-04-08 00:00:00,1.846,1.846
0,2015-04-09 00:00:00,1.843,1.843
0,2015-04-10 00:00:00,1.898,1.898
0,2015-04-13 00:00:00,1.909,1.909
0,2015-04-14 00:00:00,1.876,1.876
0,2015-04-15 00:00:00,1.82,1.82
0,2015-04-16 00:00:00,1.867,1.867
0,2015-04-17 00:00:00,1.869,1.869
0,2015-04-20 00:00:00,1.817,1.817
0,2015-04-21 00:00:00,1.888,1.888
0,2015-04-22 00:00:00,1.933,1.933
0,2015-04-23 00:00:00,1.943,1.943
0,2015-04-24 00:00:00,1.908,1.908
0,2015-04-27 00:00:00,1.935,1.935
0,2015-04-28 00:00:00,1.895,1.895
0,2015-04-29 00:00:00,1.947,1.947
0,2015-04-30 00:00:00,1.968,1.968
0,2015-05-04 00:00:00,1.992,1.992
0,2015-05-05 00:00:00,1.927,1.927
0,2015-05-06 00:00:00,1.955,1.955
0,2015-05-07 00:00:00,1.953,1.953
0,2015-05-08 00:00:00,2.016,2.016
0,2015-05-11 00:00:00,2.082,2.082
0,2015-05-12 00:00:00,2.117,2.117
0,2015-05-13 00:00:00,2.144,2.144
0,2015-05-14 00:00:00,2.11,2.11
0,2015-05-15 00:00:00,2.101,2.101
0,2015-05-18 00:00:00,2.109,2.109
0,2015-05-19 00:00:00,2.192,2.192
0,2015-05-20 00:00:00,2.248,2.248
0,2015-05-21 00:00:00,2.326,2.326
0,2015-05-22 00:00:00,2.384,2.384
0,2015-05-25 00:00:00,2.464,2.464
0,2015-05-26 00:00:00,2.55,2.55
0,2015-05-27 00:00:00,2.517,2.517
0,2015-05-28 00:00:00,2.398,2.398
0,2015-05-29 00:00:00,2.396,2.396
0,2015-06-01 00:00:00,2.475,2.475
0,2015-06-02 00:00:00,2.511,2.511
0,2015-06-03 00:00:00,2.517,2.517
0,2015-06-04 00:00:00,2.478,2.478
0,2015-06-05 00:00:00,2.485,2.485
0,2015-06-08 00:00:00,2.494,2.494
0,2015-06-09 00:00:00,2.503,2.503
0,2015-06-10 00:00:00,2.535,2.535
0,2015-06-11 00:00:00,2.524,2.524
0,2015-06-12 00:00:00,2.552,2.552
0,2015-06-15 00:00:00,2.493,2.493
0,2015-06-16 00:00:00,2.423,2.423
0,2015-06-17 00:00:00,2.458,2.458
0,2015-06-18 00:00:00,2.399,2.399
0,2015-06-19 00:00:00,2.294,2.294
0,2015-06-23 00:00:00,2.365,2.365
0,2015-06-24 00:00:00,2.401,2.401
0,2015-06-25 00:00:00,2.313,2.313
0,2015-06-26 00:00:00,2.168,2.168
0,2015-06-29 00:00:00,2.114,2.114
0,2015-06-30 00:00:00,2.247,2.247
0,2015-07-01 00:00:00,2.176,2.176
0,2015-07-02 00:00:00,2.114,2.114
0,2015-07-03 00:00:00,2.026,2.026
0,2015-07-06 00:00:00,2.041,2.041
0,2015-07-07 00:00:00,1.976,1.976
0,2015-07-08 00:00:00,1.828,1.828
0,2015-07-09 00:00:00,1.889,1.889
0,2015-07-10 00:00:00,1.925,1.925
0,2015-07-13 00:00:00,1.992,1.992
0,2015-07-14 00:00:00,2.004,2.004
0,2015-07-15 00:00:00,1.948,1.948
0,2015-07-16 00:00:00,1.973,1.973
0,2015-07-17 00:00:00,2.039,2.039
