comment,date,netvalue,totvalue
0.0,"{""feeinfo"": [""\u5c0f\u4e8e7\u5929"", ""1.50%"", ""\u5927\u4e8e\u7b49\u4e8e7\u5929\uff0c\u5c0f\u4e8e1\u5e74"", ""0.50%"", ""\u5927\u4e8e\u7b49\u4e8e1\u5e74\uff0c\u5c0f\u4e8e2\u5e74"", ""0.25%"", ""\u5927\u4e8e\u7b49\u4e8e2\u5e74"", ""0.00%""], ""name"": ""\u6c47\u6dfb\u5bcc\u84dd\u7b79\u7a33\u5065\u6df7\u5408"", ""rate"": 0.15, ""segment"": [[0, 7], [7, 365], [365, 730], [730]]}",0.0,0.0
0.0,2008-07-08 00:00:00,1.0,1.0
0.0,2008-07-11 00:00:00,1.0,1.0
0.0,2008-07-18 00:00:00,1.0,1.0
0.0,2008-07-25 00:00:00,1.003,1.003
0.0,2008-08-01 00:00:00,1.003,1.003
0.0,2008-08-07 00:00:00,1.003,1.003
0.0,2008-08-08 00:00:00,1.003,1.003
0.0,2008-08-11 00:00:00,1.002,1.002
0.0,2008-08-12 00:00:00,1.002,1.002
0.0,2008-08-13 00:00:00,0.999,0.999
0.0,2008-08-14 00:00:00,0.999,0.999
0.0,2008-08-15 00:00:00,0.999,0.999
0.0,2008-08-18 00:00:00,0.999,0.999
0.0,2008-08-19 00:00:00,0.998,0.998
0.0,2008-08-20 00:00:00,0.999,0.999
0.0,2008-08-21 00:00:00,0.998,0.998
0.0,2008-08-22 00:00:00,0.997,0.997
0.0,2008-08-25 00:00:00,0.997,0.997
0.0,2008-08-26 00:00:00,0.997,0.997
0.0,2008-08-27 00:00:00,0.997,0.997
0.0,2008-08-28 00:00:00,0.997,0.997
0.0,2008-08-29 00:00:00,0.997,0.997
0.0,2008-09-01 00:00:00,0.997,0.997
0.0,2008-09-02 00:00:00,0.997,0.997
0.0,2008-09-03 00:00:00,0.996,0.996
0.0,2008-09-04 00:00:00,0.996,0.996
0.0,2008-09-05 00:00:00,0.996,0.996
0.0,2008-09-08 00:00:00,0.995,0.995
0.0,2008-09-09 00:00:00,0.995,0.995
0.0,2008-09-10 00:00:00,0.995,0.995
0.0,2008-09-11 00:00:00,0.995,0.995
0.0,2008-09-12 00:00:00,0.995,0.995
