comment,date,netvalue,totvalue
0,"{""feeinfo"": [""\u5c0f\u4e8e7\u5929"", ""1.50%"", ""\u5927\u4e8e\u7b49\u4e8e7\u5929\uff0c\u5c0f\u4e8e30\u5929"", ""0.75%"", ""\u5927\u4e8e\u7b49\u4e8e30\u5929\uff0c\u5c0f\u4e8e366\u5929"", ""0.50%"", ""\u5927\u4e8e\u7b49\u4e8e366\u5929\uff0c\u5c0f\u4e8e731\u5929"", ""0.25%"", ""\u5927\u4e8e\u7b49\u4e8e731\u5929"", ""0.00%""], ""name"": ""\u524d\u6d77\u5f00\u6e90\u4e2d\u56fd\u7a00\u7f3a\u8d44\u4ea7\u6df7\u5408A"", ""rate"": 0.15, ""segment"": [[0, 7], [7, 30], [30, 366], [366, 731], [731]]}",0.0,0.0
0,2015-09-10 00:00:00,1.0,1.0
0,2015-09-11 00:00:00,1.0,1.0
0,2015-09-18 00:00:00,1.0,1.0
0,2015-09-23 00:00:00,1.0,1.0
0,2015-09-24 00:00:00,1.0,1.0
0,2015-09-25 00:00:00,1.002,1.002
0,2015-09-28 00:00:00,1.002,1.002
0,2015-09-29 00:00:00,1.002,1.002
0,2015-09-30 00:00:00,1.002,1.002
0,2015-10-08 00:00:00,1.002,1.002
0,2015-10-09 00:00:00,1.002,1.002
0,2015-10-12 00:00:00,1.003,1.003
0,2015-10-13 00:00:00,1.003,1.003
0,2015-10-14 00:00:00,1.003,1.003
0,2015-10-15 00:00:00,1.003,1.003
0,2015-10-16 00:00:00,1.003,1.003
0,2015-10-19 00:00:00,1.003,1.003
0,2015-10-20 00:00:00,1.003,1.003
0,2015-10-21 00:00:00,1.003,1.003
0,2015-10-22 00:00:00,1.003,1.003
0,2015-10-23 00:00:00,1.003,1.003
0,2015-10-26 00:00:00,1.003,1.003
0,2015-10-27 00:00:00,1.003,1.003
0,2015-10-28 00:00:00,1.003,1.003
0,2015-10-29 00:00:00,1.003,1.003
0,2015-10-30 00:00:00,1.003,1.003
0,2015-11-02 00:00:00,1.003,1.003
0,2015-11-03 00:00:00,1.003,1.003
0,2015-11-04 00:00:00,1.003,1.003
0,2015-11-05 00:00:00,1.003,1.003
0,2015-11-06 00:00:00,1.004,1.004
0,2015-11-09 00:00:00,1.004,1.004
0,2015-11-10 00:00:00,1.003,1.003
0,2015-11-11 00:00:00,1.004,1.004
0,2015-11-12 00:00:00,1.004,1.004
0,2015-11-13 00:00:00,1.003,1.003
0,2015-11-16 00:00:00,1.004,1.004
0,2015-11-17 00:00:00,1.008,1.008
0,2015-11-18 00:00:00,1.006,1.006
0,2015-11-19 00:00:00,1.01,1.01
0,2015-11-20 00:00:00,1.01,1.01
0,2015-11-23 00:00:00,1.01,1.01
0,2015-11-24 00:00:00,1.01,1.01
0,2015-11-25 00:00:00,1.01,1.01
0,2015-11-26 00:00:00,1.01,1.01
0,2015-11-27 00:00:00,1.01,1.01
0,2015-11-30 00:00:00,1.009,1.009
0,2015-12-01 00:00:00,1.009,1.009
0,2015-12-02 00:00:00,1.009,1.009
0,2015-12-03 00:00:00,1.01,1.01
0,2015-12-04 00:00:00,1.01,1.01
0,2015-12-07 00:00:00,1.01,1.01
0,2015-12-08 00:00:00,1.01,1.01
0,2015-12-09 00:00:00,1.01,1.01
0,2015-12-10 00:00:00,1.009,1.009
0,2015-12-11 00:00:00,1.01,1.01
0,2015-12-14 00:00:00,1.01,1.01
0,2015-12-15 00:00:00,1.01,1.01
0,2015-12-16 00:00:00,1.009,1.009
0,2015-12-17 00:00:00,1.01,1.01
0,2015-12-18 00:00:00,1.01,1.01
0,2015-12-21 00:00:00,1.011,1.011
0,2015-12-22 00:00:00,1.011,1.011
0,2015-12-23 00:00:00,1.01,1.01
0,2015-12-24 00:00:00,1.01,1.01
0,2015-12-25 00:00:00,1.01,1.01
0,2015-12-28 00:00:00,1.01,1.01
0,2015-12-29 00:00:00,1.009,1.009
0,2015-12-30 00:00:00,1.009,1.009
0,2015-12-31 00:00:00,1.01,1.01
0,2016-01-04 00:00:00,1.008,1.008
0,2016-01-05 00:00:00,1.008,1.008
0,2016-01-06 00:00:00,1.009,1.009
0,2016-01-07 00:00:00,1.007,1.007
0,2016-01-08 00:00:00,1.008,1.008
0,2016-01-11 00:00:00,1.005,1.005
0,2016-01-12 00:00:00,1.008,1.008
0,2016-01-13 00:00:00,1.006,1.006
0,2016-01-14 00:00:00,1.007,1.007
0,2016-01-15 00:00:00,1.006,1.006
0,2016-01-18 00:00:00,1.005,1.005
0,2016-01-19 00:00:00,1.007,1.007
0,2016-01-20 00:00:00,1.006,1.006
0,2016-01-21 00:00:00,1.005,1.005
0,2016-01-22 00:00:00,1.005,1.005
0,2016-01-25 00:00:00,1.005,1.005
0,2016-01-26 00:00:00,1.003,1.003
0,2016-01-27 00:00:00,1.003,1.003
0,2016-01-28 00:00:00,1.001,1.001
0,2016-01-29 00:00:00,1.002,1.002
0,2016-02-01 00:00:00,1.003,1.003
0,2016-02-02 00:00:00,1.005,1.005
0,2016-02-03 00:00:00,1.005,1.005
0,2016-02-04 00:00:00,1.015,1.015
0,2016-02-05 00:00:00,1.005,1.005
0,2016-02-15 00:00:00,1.017,1.017
0,2016-02-16 00:00:00,1.068,1.068
0,2016-02-17 00:00:00,1.082,1.082
0,2016-02-18 00:00:00,1.066,1.066
0,2016-02-19 00:00:00,1.076,1.076
0,2016-02-22 00:00:00,1.093,1.093
0,2016-02-23 00:00:00,1.076,1.076
0,2016-02-24 00:00:00,1.08,1.08
0,2016-02-25 00:00:00,0.998,0.998
0,2016-02-26 00:00:00,1.002,1.002
0,2016-02-29 00:00:00,1.001,1.001
0,2016-03-01 00:00:00,1.001,1.001
0,2016-03-02 00:00:00,1.001,1.001
0,2016-03-03 00:00:00,1.001,1.001
0,2016-03-04 00:00:00,1.001,1.001
0,2016-03-07 00:00:00,1.001,1.001
0,2016-03-08 00:00:00,1.001,1.001
0,2016-03-09 00:00:00,1.001,1.001
0,2016-03-10 00:00:00,1.001,1.001
0,2016-03-11 00:00:00,1.001,1.001
0,2016-03-14 00:00:00,1.001,1.001
0,2016-03-15 00:00:00,1.001,1.001
0,2016-03-16 00:00:00,1.001,1.001
0,2016-03-17 00:00:00,1.001,1.001
0,2016-03-18 00:00:00,1.001,1.001
0,2016-03-21 00:00:00,1.001,1.001
0,2016-03-22 00:00:00,1.001,1.001
0,2016-03-23 00:00:00,1.001,1.001
0,2016-03-24 00:00:00,1.0,1.0
